id,collection,dc:title,dc:description,dc:format,dcat.Distribution.downloadURL,dc:source,foaf:homePage,dct:SizeOrDuration,dc:relation,dc.relation.uri
+,123456789/293169,System_HAMO1,This resource can be accessed via ipfs using the “download Url” provided. Follow these instruction to use IPFS: https://lod-cloud.net/ipfs-how-to.html,hdt,QmUiv4qUton6z5FUTEizQAd5ePMVgd68MN8mJ8BmMELnz6,LOD Laundromat,https://github.com/LOD-Laundromat,1056,System_HAMO1|System_HAMO1,QmcbtC9dU9c5oNpUF5PYx583xEKPR2y5bVi6sUCxg4STTh|QmZRRQqC9zUaTMedhseXgN6BwDmPkqQRkyKQwaBWUWoDQ9
+,123456789/293169,System_WENM1,This resource can be accessed via ipfs using the “download Url” provided. Follow these instruction to use IPFS: https://lod-cloud.net/ipfs-how-to.html,hdt,QmV28hhfyezHFBLoeurQoyahPWEbvaQ5cqRCUDpU32SRyC,LOD Laundromat,https://github.com/LOD-Laundromat,1012,System_WENM1|System_WENM1|System_WENM1,QmNadWYDEY9v82LeZexxmYGSvmsQsBuZSV8X6pgNiFNKbc|QmbsjQbTNQMG84EhiFtcR74LQ1icpwPZFmQ16qH3HoLkeP|QmNpFTKvppfCQvChmXPKhYMWAqnEG28xpa1oV9kX5HZhTq
+,123456789/293169,System_AS384,This resource can be accessed via ipfs using the “download Url” provided. Follow these instruction to use IPFS: https://lod-cloud.net/ipfs-how-to.html,hdt,QmbuPRDUiJoHghDFEiANXuC96sPZhr4iNXERebScdavTGT,LOD Laundromat,https://github.com/LOD-Laundromat,6110,System_AS384|System_AS384|System_AS384|System_AS384,QmVjQ1yySVqTaU8AUWcGfwSGzZ275gGU9cbn9fPiQ96Tao|QmdVBC36eAQ9WZh1Wc7DoBuRfPTMc1czqHU5gyp115R1dj|QmZsLRW8Lb4t2UjeVC1PoYm7HvkM7JuksBDEVAYYDtQ2h3|QmPaQfQ2wukpgNPLQCYNyL5b6oA97rhVQNE56Ax4AsANYj
+,123456789/293169,System_KPSN,This resource can be accessed via ipfs using the “download Url” provided. Follow these instruction to use IPFS: https://lod-cloud.net/ipfs-how-to.html,hdt,QmNwWmts4FFzwtsGZFSTviwCVV61znV914PBbG3RTMEB83,LOD Laundromat,https://github.com/LOD-Laundromat,4032,System_KPSN|System_KPSN|System_KPSN|System_KPSN|System_KPSN|System_KPSN,QmXUMVKnK8pCeddnv47QiDp7hQvTKateJoBFhhF4KxM5H7|QmP2vtfbeKHSGvskZxLHEDkNiRAbRLjRvCTXuPTzH5Tkkq|QmPTMUAEDFjRH3Un3d9hTfEcwAzZKqVp2tZRiwKRM4MWZC|QmdN9Z95ik7K9txQx3azrDUEXwyzYhAk2MRcHrJoPSo3Zx|Qmb2Ak1SU99fizRHFKbhqN5moiig1LqVy3bKWpqqqUzz75|QmTNYAkDzgaD9BBKZTbVjxzyxDVJ7ETmFCeuzybtBUmSaM
+,123456789/293169,System_TLAUR,This resource can be accessed via ipfs using the “download Url” provided. Follow these instruction to use IPFS: https://lod-cloud.net/ipfs-how-to.html,hdt,QmdoEsFjWLfp8g2AQ5WeYUs38Qrv3jUnEYk7MDZHJx6xM7,LOD Laundromat,https://github.com/LOD-Laundromat,1176,System_TLAUR|System_TLAUR|System_TLAUR|System_TLAUR|System_TLAUR|System_TLAUR,QmWVg2oYLyugDmjAjzjgCXpughCvi9XBeorEECDSi2V8cS|Qmf8wsDX6vTjpyw1TyTo1TbDCdPMhgKLMkKDbi7ay9wdcS|QmXh4nSAWaEcLQFZTkbmJCQjUsciumKpZzmS7FyXny8Bgc|QmYSJtWZ6E9wSBmYnFs1Yvh8hj9vobY2cZbJeuo53DsJnv|Qmex2h6Mp5JVvHiBqEEQ757pHfLq7uxWxdsnVDba3etE4q|QmbruyGMeZPwhdtxwwPSKBpuGBH7WGZ8wpeZcg2F2YGiF5
+,123456789/293169,System_MWSM,This resource can be accessed via ipfs using the “download Url” provided. Follow these instruction to use IPFS: https://lod-cloud.net/ipfs-how-to.html,hdt,QmS43SRqsjGoUUEeXkMhn3LD5SMvGCWjqC3dhJEziGZC2Y,LOD Laundromat,https://github.com/LOD-Laundromat,4183,System_MWSM|System_MWSM|System_MWSM|System_MWSM,QmSRBUR6G9DQLDKUj1MhCytRgCsU96uMgnWTg834fMrg1K|Qmae1aV3Ntw2rtqvuPTWDbWmzCH4PrcXgDxULUXv3s6LCB|QmfTBthusnXbQn97QCGK7ATx9D4VWEjfupmReS3qxj7EL2|QmarrBbhvd8o5hXyUMDPNHq4moUxzCCiwtYiCqzNM4WnxG
+,123456789/293169,System_C3161,This resource can be accessed via ipfs using the “download Url” provided. Follow these instruction to use IPFS: https://lod-cloud.net/ipfs-how-to.html,hdt,QmaHkRWGn9DsFVB9ohxe4LBxS65FZ3HmgTEDfzF7mAxRtC,LOD Laundromat,https://github.com/LOD-Laundromat,4512,System_C3161|System_C3161|System_C3161,QmaVNFGrCn5Cu8HXWQKWMYDWsKnBhmmxK6ekAWc6ENrogR|QmQ4jxuLxnkhCozTpbD8LsQ9trDuViEWSb5uYCzGX7gC2C|QmSSjaQAvJU93crwajjaS54g8AYwbUrECtsmUGdN62cQNH
+,123456789/293169,System_C4274,This resource can be accessed via ipfs using the “download Url” provided. Follow these instruction to use IPFS: https://lod-cloud.net/ipfs-how-to.html,hdt,QmUVmMu7PzQwTE8vhGDis6UWPpMpFEBq4YS74Tkfv6q1Rr,LOD Laundromat,https://github.com/LOD-Laundromat,4512,System_C4274|System_C4274,QmeYCSsurzAxMJyXBhL1ZiPTxn6m3BAtcZLKNNb3qbmz8W|QmNxJnCPuJKL21XReCQqu4QyNWTiscDUsarNM3JTSDGV9S
+,123456789/293169,System_C2528,This resource can be accessed via ipfs using the “download Url” provided. Follow these instruction to use IPFS: https://lod-cloud.net/ipfs-how-to.html,hdt,QmU5AwW1SjHD1uW6BdTmxSg6SnEsbBZdVcCGL4N5F62Vqg,LOD Laundromat,https://github.com/LOD-Laundromat,6175,System_C2528|System_C2528|System_C2528|System_C2528|System_C2528,QmNfuQsJywzjHneHbpb4haN9mtUEf8sGsLNYdhtJHzLiyF|QmPGph7qBDGDBfYnVHeFCH2MSTDzT9gjxvZ4otU73GdHmq|QmY91ZcTNoCNRtwn4uuLMxdusAgkemx17yeHWoe7AQ8nqN|QmYsTv68BhQjkj1F3neBPnf7MDAFSEgVw4LnGYppPwTCyf|QmU2kuMKhFJUf6KNHqopiKGfLee8XxL6vBHWmhpZsNstSr
+,123456789/293169,System_KPDX,This resource can be accessed via ipfs using the “download Url” provided. Follow these instruction to use IPFS: https://lod-cloud.net/ipfs-how-to.html,hdt,QmP6fKBNeqZVxkKrKc2TWsPpzPQ6SxXSB9N6zan9NqTvEf,LOD Laundromat,https://github.com/LOD-Laundromat,1776,System_KPDX|System_KPDX|System_KPDX|System_KPDX|System_KPDX|System_KPDX|System_KPDX|System_KPDX|System_KPDX,QmXuTNQvaNpxPgnYw1i789YKXskY7iGczTpbHazpAooBfG|QmceQWBFSTQ41DQeqBqvHUvdcaT8Uq25G3aUFs31XbjZ2b|QmZMST1zuCCCoPwHChTzwaf6cVHeTijdnn43gm8QfKtJ2V|Qmee2h3azw84guusnRmM38DqyTE6efBCqhNUypzGkHMjRQ|QmV1vKMRzigk7m97VEMbajp1TEW7psdznqkKE4En2cTnZV|QmRr31c28XYjWB44gnPprFZoc7CYzh8UfyUEmRCoVdwev9|QmZsJbcYD9poumGdwaepvxDEDceVdQHSQodz2zCvDi6rXi|QmZF6XbKcEJX8REfmrD7C1KGYsH6MR41BW9vEioGgpM8Hn|Qme2D2FKiCcHupVXwJx1BzT6Zs4tWx3Ubv5Zz38z8cPySJ
+,123456789/293169,System_K4BM,This resource can be accessed via ipfs using the “download Url” provided. Follow these instruction to use IPFS: https://lod-cloud.net/ipfs-how-to.html,hdt,QmVZFUHXuMrtXubbBugYCnJcFgnNhdbL3hDcKdNBz32jds,LOD Laundromat,https://github.com/LOD-Laundromat,2405,System_K4BM|System_K4BM|System_K4BM,QmdYASGyFcj6jimuFR6uBkCnsHdbXDtsYGZaZU9JTUJVom|QmWtK983wENXsMZRyTPzTUSg8S8AqH99M8gzi6RZon7L1G|QmajCwiosbjvz7z1B7f98cyf1fbUY9emqbjyNiME6kzLQA
+,123456789/293169,System_CXSC1,This resource can be accessed via ipfs using the “download Url” provided. Follow these instruction to use IPFS: https://lod-cloud.net/ipfs-how-to.html,hdt,QmbwH2te8SFwngB8NwvCvDfM4PLoY1E1NQ4ZdRkQoiCkpv,LOD Laundromat,https://github.com/LOD-Laundromat,1080,System_CXSC1,QmeNAoSNC7JTTvTzrX7b921q6Q8DurnhvXdyhkmAW1UtTU
+,123456789/293169,System_AR908,This resource can be accessed via ipfs using the “download Url” provided. Follow these instruction to use IPFS: https://lod-cloud.net/ipfs-how-to.html,hdt,QmdsuUo3sfDcBnUveM5nBSq5TUKwZCsNEC3VVEL98VdARb,LOD Laundromat,https://github.com/LOD-Laundromat,6240,System_AR908|System_AR908|System_AR908|System_AR908,QmZBvyTQxEkFBy5o81UWW9Qfrrsooe6SDSup3dcwMUgmkR|QmYhoLR3FJsHTbPUDYs6uYNyAQa1SJzTPeKjHXWMtZT1jq|QmT8YptUA81n6Wu5u12QVyZmCrDdXe9G5DSx4PJyEwQvBB|QmS68Aw35CzSWbzcqebguU8tfqSnZrTpHqB8kg6P4QdAPb
+,123456789/293169,System_LCXA1,This resource can be accessed via ipfs using the “download Url” provided. Follow these instruction to use IPFS: https://lod-cloud.net/ipfs-how-to.html,hdt,QmRTaviaKDGPNF5j4kALZ4Uo4LgsSdtRAxqSmmTTiBaKpd,LOD Laundromat,https://github.com/LOD-Laundromat,11844,System_LCXA1|System_LCXA1|System_LCXA1|System_LCXA1,Qmf58KsxDytWtu6SycijZc5LW4TdD1de7DB3hsdfDcbjAL|QmSqexq97eEKxTtaKunFawtKkhxKTWR63WgbKoh3LE3tPU|QmbvbNntWU6PJJkPhs9upyvECq4K3eXVpoHUCL3ScBmRJ6|QmXyj2yuxx6uYEL62vss6qZE8udAHNDrPjxARxSo4mj9NL
+,123456789/293169,System_AP845,This resource can be accessed via ipfs using the “download Url” provided. Follow these instruction to use IPFS: https://lod-cloud.net/ipfs-how-to.html,hdt,QmSM8tD5hUMXSUWS5oGTMM5Z1xt7wdWJWjkFqxPXbC8wen,LOD Laundromat,https://github.com/LOD-Laundromat,4290,System_AP845|System_AP845|System_AP845|System_AP845|System_AP845|System_AP845|System_AP845|System_AP845,QmebMuham7xPQ75Gojz1QDW5xkxFaVNG78398LRhWbr28J|Qmdh63hNqPHESpvs8nua3nGYCxtERA7jACBo38k6NNLA4o|QmP7CHL6d5fwdSJecMPcUNizQYkUNMzsB4G3zu7ABiompp|QmUA11N8xhF5bVqdeA86YPZfdi1KYWrJ16cKfH9HGEtAjT|QmPK7FDGhAibNYopcuaycoPLbxjoTSYEf4FtTgum7ahtD4|QmdcMnpq3BiAWKBctVQfcnNSoSiLTZgCM4FKWS3vgaTZiK|Qmf9wyjontHn8xCjMLjN4iND8RtDZ9E8wcqNpz2jnd6nx6|QmeUKFvcjQ1F4FQMbszCcNjvwzYJJQziAaQGY5Qh7QQVJD
+,123456789/293169,System_SPOM8,This resource can be accessed via ipfs using the “download Url” provided. Follow these instruction to use IPFS: https://lod-cloud.net/ipfs-how-to.html,hdt,Qmf8X5ARTsUtpfNksE3g9EVxXS15VUuM2PhkE8Y4xmYF1n,LOD Laundromat,https://github.com/LOD-Laundromat,1992,System_SPOM8|System_SPOM8|System_SPOM8|System_SPOM8,Qmcxm2xxGvHXaFMxqCJkgBxeWbV9dpK75uFJ2xLJq9zJAt|QmfXvDQPDo8dHBwsKy16W5SZQvgz4hxhHudG332jGQypVM|QmehBZCFL9E22EvdvtASJ8pnPty1tsneKASyj6GkJrtMXV|QmedyLpkjc7oWJZkCfG6ULW7TfBtWFmY2Xm16WKwLtfqK1
+,123456789/293169,System_AP542,This resource can be accessed via ipfs using the “download Url” provided. Follow these instruction to use IPFS: https://lod-cloud.net/ipfs-how-to.html,hdt,QmfESGR2ZkWjAeSSz7ZwSt5sznUMgeLCyvta7CH8iy9KQZ,LOD Laundromat,https://github.com/LOD-Laundromat,6240,System_AP542|System_AP542|System_AP542|System_AP542|System_AP542,QmXno2TLW5JcmDCHjVo3bLs3hsx1L8nBgGoFoubffKBDRa|QmT9T9RP43T5FFPC9K2QzMqKEPbMhWeXoAkt8NwhBjMrMc|Qma65YwPQTKWr7cuGaZ1wRUYguK5GTCYWqQG5KJLt4opj2|QmRaXnp16yHbwwMPH3edUTrRHi1e1H8RAu3qw1vF6JHbRk|QmTLRk1FJ51b5M6MrfbYk2E4CkEQXDb6k6bjr6pnHsxRYz
+,123456789/293169,System_KHOH1,This resource can be accessed via ipfs using the “download Url” provided. Follow these instruction to use IPFS: https://lod-cloud.net/ipfs-how-to.html,hdt,QmQUrwLhFajWehnnfNwddqDb9LGad1Ls1AcFZFuWGjpjwk,LOD Laundromat,https://github.com/LOD-Laundromat,1992,System_KHOH1|System_KHOH1|System_KHOH1|System_KHOH1|System_KHOH1,QmeuWEZy7bCi8kfakyrtcSvmyUxKKHHWLad66dFZQas4YS|QmevtGZxc9pQrv9nYpfcz56XeMMgvQxtQc5sKXiMKw8Vx2|QmauuDjPmK6diyDH1k17mCKB1eGjLScgKDdYjsv9RAMn53|QmVzfjSAw4Az5rNUTuJCLaTwUVaYHtzQJuLwtZU64NpG4L|QmZVTUh5oREApzoVNYYxxbrNGcyU7m2UiuChs4t5y4EWnf
+,123456789/293169,System_BCFO3,This resource can be accessed via ipfs using the “download Url” provided. Follow these instruction to use IPFS: https://lod-cloud.net/ipfs-how-to.html,hdt,QmXwrjdcZuKNGN7VQKLfcQpbALzEq6GD6WupHF8DNuQzFf,LOD Laundromat,https://github.com/LOD-Laundromat,1992,System_BCFO3|System_BCFO3|System_BCFO3|System_BCFO3|System_BCFO3|System_BCFO3|System_BCFO3|System_BCFO3,QmV6D2RYMREPLxMxeFcxQbQDa8KCdGieYyRFvezd9d1G6H|Qme4vSFzybReaAW9MEwhksfWW277fskLEGDiGu3SANUhFJ|QmWrMMoL9in25PMQ5zKEWe98pikvwqxS5G1DyLQ2QXXLCx|QmUWXV7g4ijhh67z9HvZvWr5RkJy6CFkpiqoWSsyBntmCX|QmXznVHYgJC8FTjVAeGehK6cpaomQy95coJ9nnHzj1ko2e|Qma3JSNa6RvhdHTdmdfibt2RsfRXrc5nyeffmk7uRZ6a5K|QmUhUsQfHhRTJ2MgPBvUdxrzsZ6kCQc7foDKiL6t483GNt|Qmd9kUGogzaafPjVCJwNNaJdXfECHzjuXtMXxRNG8grnNR
+,123456789/293169,System_KSWW,This resource can be accessed via ipfs using the “download Url” provided. Follow these instruction to use IPFS: https://lod-cloud.net/ipfs-how-to.html,hdt,QmR8wpQgJy89jsfuMSkvDfV4cba7RuVQgsjVXd9CKVMNob,LOD Laundromat,https://github.com/LOD-Laundromat,4032,System_KSWW|System_KSWW|System_KSWW|System_KSWW|System_KSWW|System_KSWW|System_KSWW|System_KSWW|System_KSWW,QmV1zRkdTXgeJ7yituoT58gJQu7XS1Vugh9a2pyiAm9JU6|QmSvRuySbRYawzphuc5xMTki7X8KYGMkAdyegws7ZBuvaa|QmRS3S1Au9PEWTLzamxnF9JkszDpyYWNHGpLkBvRzVcXew|QmU9RrSKRCNBpefXjLjZEm8KPc3iUxr6z2mNsqXccD7HN5|QmTiYyCWHN77M6Tyz2y1ZfM99NBsuss53tWxHW5e4MQ22K|QmVjmc2dpoL1uRS7U6ft63PydhzzwQ5DmNHx6H4RsSUVZT|Qmc3LM4FRWTp9aGWHH3s4zp15ifoND36np46mEoDuvLSq6|QmXFKLnXMUhjBDTaLhbvuJL5XgBL7cr4UAcGptzQrp1d61|QmSdZBBfQx83hLUZoXFVLN6dDkTw9m6GGJc5JGBzg5nuSS
+,123456789/293169,System_H0008,This resource can be accessed via ipfs using the “download Url” provided. Follow these instruction to use IPFS: https://lod-cloud.net/ipfs-how-to.html,hdt,QmTm8GgVbxbYqtFuttqNweZzqmeZq4UxV69y8nHH9BJHf6,LOD Laundromat,https://github.com/LOD-Laundromat,1105,System_H0008,QmZDJirEhX2dJSvcSpXboUzvNHbTffiggVjq77jqc4Sv3G
+,123456789/293169,System_KQFP,This resource can be accessed via ipfs using the “download Url” provided. Follow these instruction to use IPFS: https://lod-cloud.net/ipfs-how-to.html,hdt,QmXtyveETyPx3tCU5SZgTNRJjcMMf9YpmVeaKDgyjVmZFm,LOD Laundromat,https://github.com/LOD-Laundromat,1081,System_KQFP|System_KQFP|System_KQFP|System_KQFP|System_KQFP|System_KQFP|System_KQFP,QmbkKdqHKTNpBFZ6SCsMfUqX4dC4vcqQ9MCDaaX1eGALne|QmQxWLGZkKb4GjmqAmoh6jFu1WJMFCg8GBcEfgBVo4SxiG|QmTtyrGmW2KDjvVj7fUcoLiJeK3dUMuDN4joD8LvyPUGsN|QmU4KU4DXWhxgR3KmeREf7pMS2gUYZeoyhdcUvx42is79b|QmVmhFMTM6XATpJgC7b7B3DohD9jHWtqGJCvydLdiMNkES|QmZL6z323FNSSiWuAKzC4KHYNXeC6oyc6sQWdQTHup2hMS|QmNYjaJtjzKPFkxtpkLxozW4ycUsxKK8z5rUFwcsQDjqFr
+,123456789/293169,System_CTDUN,This resource can be accessed via ipfs using the “download Url” provided. Follow these instruction to use IPFS: https://lod-cloud.net/ipfs-how-to.html,hdt,QmVu1BEVcanjjJrJRjNcX9X57PzEUgCd3Xw6z2NH8BBj7F,LOD Laundromat,https://github.com/LOD-Laundromat,1232,System_CTDUN|System_CTDUN|System_CTDUN,QmcWiHrEhhzHniUV7etMjMNA9X67E4GjFnMYNv7eVMcVpK|QmXhYvz7R2pVcQFooSmjDgbCJn8x3Tweuhh5xKd5Nfv5HV|QmVSKFM6mQCJ1TznLmAUkuRKVjdnvKM4QPPMSbnoQwNfcE
+,123456789/293169,System_AR801,This resource can be accessed via ipfs using the “download Url” provided. Follow these instruction to use IPFS: https://lod-cloud.net/ipfs-how-to.html,hdt,QmeJZwpuxxSrjbb5X7KnKB4KQ94qaNJ8Njm7Rybng5YJ1Z,LOD Laundromat,https://github.com/LOD-Laundromat,3575,System_AR801|System_AR801|System_AR801|System_AR801|System_AR801,QmXvem32jgCTKUz5aHAAGLP8TWAGUj4fMS4JYMGX9fAynW|QmQuo8HGCyya9xPXMpbjNLmSTykR9pTBw7hLDHRuzrqgnd|QmfC2aiMAxkLvwH8fegUCo54Pc1vcqAu1kgzqEbcF1jWAk|QmRZ4xssvzGZ1ok79GAEwAFuUGYX8NtRz37i23tp7FSoSy|QmNMTXYzQ1wcQM2DYUD2xHd5sC7Bv7vdSYTqQgU4W6QnpH
+,123456789/293169,System_MNDT2,This resource can be accessed via ipfs using the “download Url” provided. Follow these instruction to use IPFS: https://lod-cloud.net/ipfs-how-to.html,hdt,QmaiUHF1HkZLdK6nMJ4ogNP73XRRnt4RttWnYihy39JF9f,LOD Laundromat,https://github.com/LOD-Laundromat,1909,System_MNDT2|System_MNDT2|System_MNDT2|System_MNDT2,QmYvmeU38vtukzHBG2ooNC2bZjA5FCTcshmT8qaEuF2StC|QmdMDMPVeQNhBGtvFQsiKuH6HCTxkZ9RLA87NRY4Sx7tt5|Qmf7BkXho4zKD74XKuWTPidY5EpRomZj62PrivQit2AaeS|QmeEtm8ugm1F283qThAsB1UXoZe5z9ugHUSmZmEEDrygwh
+,123456789/293169,System_KMIW,This resource can be accessed via ipfs using the “download Url” provided. Follow these instruction to use IPFS: https://lod-cloud.net/ipfs-how-to.html,hdt,QmXM5gtGaD4KeMdK9zBYWu1aYtttVxmcB93drv4jMtfRR2,LOD Laundromat,https://github.com/LOD-Laundromat,2413,System_KMIW|System_KMIW|System_KMIW|System_KMIW|System_KMIW|System_KMIW|System_KMIW,QmVuUPm4TD6FYQJNX5u6czoMb4uaQv1vWxaqNTC9899pSG|QmeVYVMCkCFDfCijuGqTZMs6Jg7VG55RdYfna4ke4MwsBc|QmUsJPVNLAm5qhqwVJxa3ybX7RLbX3oRiJn7HCV7b3WWKo|QmZ3umhhLe8VGcysFUZkX4JUdLiunuCTQDAEV9VSN8XKzW|QmVodH8tYKCh7suKMuZJgGQ5rx6BKUuVLjcvjQ8vHnvSVQ|QmUYRh88y5af1SaUyrjnAJ4LPJFYhJCLm1reqJmCisTsps|QmddEZeuFqH9FhhVQbPp5ondQ5zLABveAiME5MUBn6djpe
+,123456789/293169,System_AR282,This resource can be accessed via ipfs using the “download Url” provided. Follow these instruction to use IPFS: https://lod-cloud.net/ipfs-how-to.html,hdt,QmahBwCZxoCJNNByvr6KjGNm11hYmjtLvrMtE49VY6XRbM,LOD Laundromat,https://github.com/LOD-Laundromat,6240,System_AR282|System_AR282,QmWNXmdDjMekDZP1W3HH8sG3gpQc6byonSjc3WUyF9uxgw|QmNhGx5WfofxyXRnmFhbf5jgi3GB1kek9NEpyK5yvQg9yc
+,123456789/293169,System_AR639,This resource can be accessed via ipfs using the “download Url” provided. Follow these instruction to use IPFS: https://lod-cloud.net/ipfs-how-to.html,hdt,QmUjks43QtC3WaK3tPZ4nwQNG8c2vMrFENJfxctiUa8L53,LOD Laundromat,https://github.com/LOD-Laundromat,4648,System_AR639|System_AR639|System_AR639,QmSp5c3cu1QyrheqnQxd7qBuApE1rgSwKm9Utfo94Dt8k9|QmS44krS3pif3DQh69c4eKwHNuHNj8KYDxgPrsiJqgFUDj|QmSr47BScLUgMb1BHRkbdnUKJCZocrfo8XVmNfw4wzo35M
+,123456789/293169,System_PAKP,This resource can be accessed via ipfs using the “download Url” provided. Follow these instruction to use IPFS: https://lod-cloud.net/ipfs-how-to.html,hdt,QmcSmLQGAuGruFNuC3tC5oDeDAwyQgyR28xTWYq1yTgnp8,LOD Laundromat,https://github.com/LOD-Laundromat,4680,System_PAKP|System_PAKP|System_PAKP|System_PAKP,QmPjffjneGn7mK5Uo1A3ug23jZL7Ke6cNf14JvkEVRivyH|QmcMTs5tXUtR1QQNxQfoFFeafLW4hSN3Vfuei97dXWuzUc|Qmf1z3jaWGySwzEQpttyT4Yi9hA55t6AEy4XZHjaipRnVm|QmSGTZsczMgJXsgUxkXKGZv8cWJAjWZokTqfM9ST7nPHDV
+,123456789/293169,System_KMJQ,This resource can be accessed via ipfs using the “download Url” provided. Follow these instruction to use IPFS: https://lod-cloud.net/ipfs-how-to.html,hdt,QmT1cf68dHoHo2pEuUWhTyugDAok9RDiuCwD7FFCMDFeSA,LOD Laundromat,https://github.com/LOD-Laundromat,5328,System_KMJQ|System_KMJQ|System_KMJQ|System_KMJQ|System_KMJQ|System_KMJQ|System_KMJQ|System_KMJQ,QmQ6caRn4U6Hj94jp8irpSkkNMbddweS6xxkmXz1gKpMFk|QmaVLf4SZWTWmaF41Jz9AGpHAbeWbrmD8X4JWv6684hVy6|QmPC1uSL8reosjagJFXo5Expa4XpPuUSWXFCQHDv2WdN11|QmZYJgZ1KHLVxTt8mvs16xXd2A3xQxTjwkUPanJqt933ZT|QmfELsf5aUiQJArQ4TZ1G5X2wE1iExqPpTD2NKhBrufGzz|QmT5LzqEzBTLewkZ5m5EHpwQ155f1be5EcEqzpxLb9uEr7|QmcVWd8ucedvomAVEXjrWd7SSyRnpvc49ocFruxedvyRyT|QmeCXPT3DrPq87sBA3rwDHUpK7VKatjGBgEdpXrSoYv3kP
+,123456789/293169,System_SDWC1,This resource can be accessed via ipfs using the “download Url” provided. Follow these instruction to use IPFS: https://lod-cloud.net/ipfs-how-to.html,hdt,QmemqUmY9D6WqQmbTTRcs6xwDSUfTeS73i2TJYirj1BWQv,LOD Laundromat,https://github.com/LOD-Laundromat,1080,System_SDWC1|System_SDWC1,QmYnjsxZVQJ4uqV6E3pJoEMfKxLBFaxCXEehdT6L1giajJ|QmdpMFuJcMtYf2g6PNG1bP33ve2thCguPGhCQTYKrJgNfw
+,123456789/293169,System_C0963,This resource can be accessed via ipfs using the “download Url” provided. Follow these instruction to use IPFS: https://lod-cloud.net/ipfs-how-to.html,hdt,Qma1TbVSNg3986aivdUgPvKSmKiynQ9Xitu4rfgc3mqUFA,LOD Laundromat,https://github.com/LOD-Laundromat,4465,System_C0963,QmU3nH5jQNi2D9vQ6CEH2T8AgnJpbSmjvoYKnbd7wqEqQF
+,123456789/293169,System_LNIH1,This resource can be accessed via ipfs using the “download Url” provided. Follow these instruction to use IPFS: https://lod-cloud.net/ipfs-how-to.html,hdt,QmRc7yofm44VYHhHRXRZLpwDJFRZZfrqg3GrzUVN1D4t99,LOD Laundromat,https://github.com/LOD-Laundromat,1992,System_LNIH1|System_LNIH1|System_LNIH1|System_LNIH1|System_LNIH1|System_LNIH1|System_LNIH1|System_LNIH1,QmUAFZJuhFjepGuDvsP6BMrD4FojcVeLAupM11WN93pUNu|QmQegvmfzURJwVpm5R1zMQoetSYuTW5HpkHfoCSFq355Vz|QmZjLReXbxPuZ74coBz6qvY56K4cMhccq5Znegm6NHVvX1|Qmes9wi26o63o3Gez5XsdeD2FDakeGk1ADsj8grjvpm4sk|QmVpMRuhKbDd6kKFc77onWmm3tvWgdhSBJiCqxvLmnzc3Q|QmVoxR9WE973Te2bgKeZstxcGf1S5Rmo3bQxDDpW3jU4sY|Qmdr9KZ9Pci9ANMs61iS5qPxmFaDo2f4LJq5X1Np7vskY8|QmdnKQ7mFTswZhB4rqK2kSK8dFsVEynZk5qhzpeoqwDon3
+,123456789/293169,System_AR976,This resource can be accessed via ipfs using the “download Url” provided. Follow these instruction to use IPFS: https://lod-cloud.net/ipfs-how-to.html,hdt,QmWVkjGTidvoCLYd95zN14Tm3xNosma3aFAUiAcPJNGwsF,LOD Laundromat,https://github.com/LOD-Laundromat,6305,System_AR976|System_AR976|System_AR976|System_AR976|System_AR976,QmbckQrs9J5zbiVq8dPutcPhRUonvnT8cWp1iGrp82qU3F|Qmc1MQMwiooxEbXuXZTiZNHzxh1xeL16FfxnWdPF2MrWwb|Qmayfx5B3HMiL1adBFaxCfDiXZtPaLsn3kToKArJ3CsgvG|QmfE1S85aCYqEfDsSty8gHM22HX8Rw58mmpMpYdsLTzJhU|QmaKcovyX2Q5mBV4JV6jVoGH3juB67ce4tEChjguCdkqGW
+,123456789/293169,System_SRUC1,This resource can be accessed via ipfs using the “download Url” provided. Follow these instruction to use IPFS: https://lod-cloud.net/ipfs-how-to.html,hdt,QmQtCSWrhSwHpeUD1i6t9bZXGSMzhAsxpVRm7C3EbrsiFb,LOD Laundromat,https://github.com/LOD-Laundromat,1909,System_SRUC1|System_SRUC1|System_SRUC1|System_SRUC1|System_SRUC1,QmW9cohXz4c3Xvq9Yuvf5Lxbj9ufAeDpWRRcfLqhWGt4LL|QmVQdcpH1d7TaG4uRDk4x2xz4s89UUH4UPvJyGh8JPoCVg|QmeNFWLrG8mMRiq486hL2rfqdCiBjDHVZsXYJzTtvJkXET|QmRY4RQxrX9Q9Wger9t3otiBz3yuY3r6w8WHLBfiVvvezc|QmNpyzrv1vHdwQF6FFH3pXYqHd7Qdw8Anndd67fgNpuAJn
+,123456789/293169,System_MASM1,This resource can be accessed via ipfs using the “download Url” provided. Follow these instruction to use IPFS: https://lod-cloud.net/ipfs-how-to.html,hdt,QmWMW5FZhvatWa95bAY9SkDFy94oCq17jbCfwvKA3r4gFX,LOD Laundromat,https://github.com/LOD-Laundromat,1056,System_MASM1|System_MASM1,QmZA6Zc6SUCXscXqvrrFmNKD5NzkA9aH9tAsgTTxQvAMpN|QmcqZQWnHJMZU57XkqfFrg4XHQKU64CnBacoaNvCaBGDsQ
