id,collection,dc:title,dc:description,dc:format,dcat.Distribution.downloadURL,dc:source,foaf:homePage,dct:SizeOrDuration,dc:relation,dc.relation.uri
+,123456789/293169,System_KDTA2,This resource can be accessed via ipfs using the “download Url” provided. Follow these instruction to use IPFS: https://lod-cloud.net/ipfs-how-to.html,hdt,QmbTUA7QBDEKtPXpqxCyQn22RyL14x7QQo8ARPXSmUk534,LOD Laundromat,https://github.com/LOD-Laundromat,6045,System_KDTA2|System_KDTA2|System_KDTA2,QmedDy1QLUkTHSeJDCEXxWiwWXsv7U5NB8SuMdYk1EEJnQ|QmUtUKcEwJx567GvPzs3qRzmp8nnXbS6DRkVpkFs6cakPQ|QmUVNVTMEVKU4Rvrhnrx8fkhRjsh2dxJnqozfXiuxbN2Wi
+,123456789/293169,System_KPWC,This resource can be accessed via ipfs using the “download Url” provided. Follow these instruction to use IPFS: https://lod-cloud.net/ipfs-how-to.html,hdt,QmaDoHLG9g9dXAEDkDMicYdqcdxABRR49KvWTwb3WUfdDN,LOD Laundromat,https://github.com/LOD-Laundromat,2266,System_KPWC|System_KPWC|System_KPWC|System_KPWC|System_KPWC|System_KPWC|System_KPWC,QmXm6XFzuimVoRvg86avsgZeporA8oSoRrt1Mhxt5PEKUN|Qme9GyL4n2YMp56Xy24sA9x5Vn7Cgey2sYQpGF7AfoUxhk|QmUv4BVKjhpQn488qHnEyrFrAnfn1KBCv3vXbZvoKYzrPZ|Qmcwv8vJTUaEc6wrKHsnBvnRiXNjcSMp3t8v4Dsn694xrX|QmSZGSZkUYD2RfGU3RGYjDNLgYtvwQjPrucWbf4jqr9jPH|Qma8s2yjvuzekUuktX9Cgr9GUtSQfFL194Fzy1gNjFXofz|QmdSNDN1rS1cPZFkj7vKHuzZqWYFCXLJKu2tdB43Fr5Nah
+,123456789/293169,System_C6937,This resource can be accessed via ipfs using the “download Url” provided. Follow these instruction to use IPFS: https://lod-cloud.net/ipfs-how-to.html,hdt,Qmf7i1BSzK6YHTz2u6bVVCmFL8QbRWVMy5HRNSboAkPyym,LOD Laundromat,https://github.com/LOD-Laundromat,3120,System_C6937|System_C6937|System_C6937|System_C6937|System_C6937|System_C6937|System_C6937|System_C6937,QmVc18t7sZK6AbHaFEkNZqr4hPKTVA8wbaTQ3pedafihgP|QmfLVg6K8kNVuNUvLyKzk63HuLdrtMNzwpZEeqMrLyMAVi|QmeQGqd1MFCovBUQyPyMXSnYue8SZyPm7WxsqAE1oXSa8Q|QmeQ4VWHJXHQwwHAKm6KtC9Gc9Ay1DK1fmAQpUptkeymQD|QmcV6LYrpBBwEnMngFNghZFkAxuTEhwSicPpr8qhgQQKYt|QmTz4LjRgLFmcjQskKjy2mQsdgHjypJVofeZERuD3EAke7|QmPRHCSzhyjq7UB4RRJcFs92Eo2FPocANU6Ujc7NSdv8s6|QmRaBsmXNGGH79znPf28WxLVHyNbcU85NG2A4SQR3gQZtY
+,123456789/293169,System_C2542,This resource can be accessed via ipfs using the “download Url” provided. Follow these instruction to use IPFS: https://lod-cloud.net/ipfs-how-to.html,hdt,QmRyDjUkKBXinszM6xcB2N78PukT157DwBtydjQu3aaEuG,LOD Laundromat,https://github.com/LOD-Laundromat,3008,System_C2542|System_C2542|System_C2542|System_C2542|System_C2542|System_C2542|System_C2542,QmZCFeDBUBVEXgfMZBNXhpLBTXdgFAQYG6WtK3YLqX9Asv|QmW9a9wPqhUBdnJb2d9np2L9sFw2JEbRSBTWa6iRWeixVE|QmP5z8Pc5u326oX8GB4JHztw8U6vPXa72Cyb1oqvMmtEAB|Qmb2HchxhMk1bCN5U4AfYhFXaTXUgBBjT4mxtBpCC2vSUM|QmXddUqdctsLHirMVK9dhpUTA42YxzhzjcEz9ZfxfhUADJ|QmRqXZQNkzUjuoRvGQLGaogqFb6Ma9pofKkVXjvyexhAvr|QmVaVYHtknWPQ4vPi8AfSGC2g4dSu5E89hvu3vV3X32geF
+,123456789/293169,System_KPEZ,This resource can be accessed via ipfs using the “download Url” provided. Follow these instruction to use IPFS: https://lod-cloud.net/ipfs-how-to.html,hdt,QmQp4XhChwTQWjYDvFVXyuCiqawWYCcEGMSiadSUDWuAT6,LOD Laundromat,https://github.com/LOD-Laundromat,3920,System_KPEZ|System_KPEZ|System_KPEZ,QmbNxysFar4WJVqEYWZCUbtd4sMM5eVz8xFtdb1nt76fUp|Qme469HZQHjkvxuMrHtZMDL26mtdHde9sNi7eX4b7WVRPd|QmatiHC6pJPU7J2dQ4JbKWvTtkA4nRFdaosPut1idQCbQX
+,123456789/293169,System_SNLW4,This resource can be accessed via ipfs using the “download Url” provided. Follow these instruction to use IPFS: https://lod-cloud.net/ipfs-how-to.html,hdt,QmZLkinPzdLqA19ejik5N9Vca1bgauPUvYPnRiTqSfiDhf,LOD Laundromat,https://github.com/LOD-Laundromat,1080,System_SNLW4|System_SNLW4|System_SNLW4|System_SNLW4,QmTBfJLmDLVarhSS4eqC7Jb1v9hQPhaEtkkMM8d6K5xb7y|QmR2fMooMq9j1eDnhrPQEXSaV35mw9GiV9nMjx8W8xtKom|QmNc3xmkcYCui6itMnPmo6khtpdeEtVDeqnmWAe7GSB1zZ|QmfRUeZ5kyJ2kML1EVpkMNdfWTP6BHy7V2Ho1e6gRYCrZK
+,123456789/293169,System_KNYC,This resource can be accessed via ipfs using the “download Url” provided. Follow these instruction to use IPFS: https://lod-cloud.net/ipfs-how-to.html,hdt,QmdQnzEhip2ABkAihryGg6A7PqJBmT8n5k4PBwb2yK7NXa,LOD Laundromat,https://github.com/LOD-Laundromat,2154,System_KNYC|System_KNYC|System_KNYC|System_KNYC|System_KNYC,QmS1V2xXekRW6kfFhKo8ojU4kzwYdMKPcuTg2L24ZejPLN|QmPRBdLJBHWBxn7xUd13ckpQmWiSoDUfiMWiUcGUsYrHN5|Qme5FwqmTnPM142KvZBELXDmwrXR7RwGqrf4Xo2sTjvPTt|QmV4gwusPWjfGfdywXDFt73QQ33Uyq29EF5GhRjcK4x82V|QmfDGzxFkniKGFVjGMxETtSbdgooNWXszy4qr11MpcJwWW
+,123456789/293169,System_HGCC2,This resource can be accessed via ipfs using the “download Url” provided. Follow these instruction to use IPFS: https://lod-cloud.net/ipfs-how-to.html,hdt,QmeNfuNfPonrxZLBbzPa14ZCafVDxgRKXicRPUihLMNFva,LOD Laundromat,https://github.com/LOD-Laundromat,10656,System_HGCC2|System_HGCC2|System_HGCC2|System_HGCC2|System_HGCC2,Qmb1pWtfQKU1N6pLR35k38uGfPJ8AixS3YbZkbzeE7fNiF|QmbHou4bia4uQHjX2osFTVymEWzxJXdRwS2X5MZdh3DatM|QmcU3XTx6Y9DmazxkYKGtUriSpnFeNFtn56J55w7cEjw7v|QmUJB6GjCuASqGUZw2o6xD3niwJUAVd4k44UeJnq5xETWw|QmaPmAq2cQqBF7V6pspRcr8nDqovVobRnrzC8Scz37dH4f
+,123456789/293169,System_HUDI4,This resource can be accessed via ipfs using the “download Url” provided. Follow these instruction to use IPFS: https://lod-cloud.net/ipfs-how-to.html,hdt,QmSo7J8i4yXwhmBrkZitkJN65tS8JGTC7ge5uF6k6s6n58,LOD Laundromat,https://github.com/LOD-Laundromat,1089,System_HUDI4|System_HUDI4|System_HUDI4|System_HUDI4,QmQ7pozZTf2eaNsdWxotGxM9E9hUyxfhtDkQfugFxwVpN1|QmchDW3fvQb9odj5KUeyDSdayySpKNxczjYKbvoA5cd9ND|QmfXzaJniBqBiFEAjpYYGopDod1TWPW1RtQdrbf8HDLrzC|QmYmuHkYrdD4xdat3uyxHqSjTr19xLqJZGpKv31yYnohH6
+,123456789/293169,System_MMSV1,This resource can be accessed via ipfs using the “download Url” provided. Follow these instruction to use IPFS: https://lod-cloud.net/ipfs-how-to.html,hdt,QmT4BF8T5x6rxM2LjWTMRm68KgvTZZAWNSmWjs1ogTC2v2,LOD Laundromat,https://github.com/LOD-Laundromat,1104,System_MMSV1|System_MMSV1|System_MMSV1|System_MMSV1|System_MMSV1,QmczYAoeUT9xwNxJhr5tRi1dsRQCUjuujARiR5tGudYhbZ|QmPPVpqL8afcYJbdjnDKRPMJkmAue7hLpVwTMxb2uz7Xxd|QmbqYCceRx7BEmRAKNXKKYGap9zYZYw6cFmD5keAYeRNmH|QmddYQDuuKMM4Qx6B7aqqk8qkEraQ1JVBtraHNPxUKhxsJ|QmWXkU8s2RGXEmKgZsGzCaciezvWR8v3tWo3A5nmqDhdDt
+,123456789/293169,System_LOLP1,This resource can be accessed via ipfs using the “download Url” provided. Follow these instruction to use IPFS: https://lod-cloud.net/ipfs-how-to.html,hdt,QmWq37KJPyWEjpM5vQ2uq28CGhvqahNYZhCSmwbrvmfQyZ,LOD Laundromat,https://github.com/LOD-Laundromat,1992,System_LOLP1|System_LOLP1|System_LOLP1|System_LOLP1|System_LOLP1|System_LOLP1,QmZJ7rPtzmSrtrrXQVEEEMz7bYQzbEYaJAZnafqBX3yhCy|QmQpKyGm23v6nTtfqufTp9tZec2bm7Z8V72AKAoRD7Uiw1|QmQJc2V4ba4gtgTm75k1TvQXF5YAtJ98vcKBgzXr7FnQFc|QmRLABDayMhmebT6phf3Z5fZuWJapNiQ7AUoJsZ7cvRojB|QmcbsnFCskcKwvng3rkNnc9cAV5fJQSPhqfsLJ7oADEfem|QmbsL15EzhWRKygp3YrreTXmQ3ozQqvypQPh3zsoF4zus8
+,123456789/293169,System_FORC2,This resource can be accessed via ipfs using the “download Url” provided. Follow these instruction to use IPFS: https://lod-cloud.net/ipfs-how-to.html,hdt,QmNohAJ3PvcCyYhLe22dkBszsqGpR5qhL8hfz2Kjhec6jE,LOD Laundromat,https://github.com/LOD-Laundromat,4745,System_FORC2|System_FORC2|System_FORC2|System_FORC2|System_FORC2|System_FORC2|System_FORC2|System_FORC2,QmfXBiM8XMmTkCv5dEFSTHxeuuQvrtqgPSV4mZ21Q9xrzk|QmRmfbHsXdPx8qSx3U5FNNTv5fH4Zh5No54LRDhLUqXzvs|QmTiG7e9VzdfNt9aVv28UttVHo7FtvXsueVxhcmqf4A3ek|QmRbQi62AH4zaMqDbJGM1ETJzcU4hn6RQsNyUzvaVscKDZ|QmdC8v21rMLE4uNnELfBn5NZV5aBxq4MqSHTsiK9ggyQdb|QmWs77UMToW8qB37NumKA3c1pU9YS5fV5i4eQDxFfENksp|QmQnynYEKkyDqtgnC82cJTB7SZNVPirzBfePy7jSoJN7zv|QmUvusBTrnvAhiycpLEtoKToZEdzkD1Zq7rKPXc2qBD1o5
+,123456789/293169,System_WBB,This resource can be accessed via ipfs using the “download Url” provided. Follow these instruction to use IPFS: https://lod-cloud.net/ipfs-how-to.html,hdt,QmZ43cZEXhPw3jUQGk54eL1wi1GToDvbkvttZMKCXt56qH,LOD Laundromat,https://github.com/LOD-Laundromat,21312,System_WBB|System_WBB|System_WBB|System_WBB|System_WBB|System_WBB|System_WBB,QmVhJ2azmk5JUBHZXucgPiRjZAHNWjQmFZTwUu35v3nHq1|QmNUjUSMJb3tbJdnN1nBLfxui3my5nz2qysNSEfRpCXnp3|QmTyKEgdVww9EQQxnSUSvinygSdWeB9M2TFawdrRPxnU14|QmTY461vyzfD3qydCsuxciWFtDPAkpApd4UcqoH8SYvKHt|QmZREwR1PENrUGfgHKrk3Zf6YkqmtYsUhrw9HRBZJDxzU1|QmUwAMMwbueieMFjBv74qJP95WjSSPsx8brSthSjiUSvC3|QmU2SVr4m7mMukRsYsHnSmNQgYzSkShuXA9UPeQ3XC1UL8
+,123456789/293169,System_AS836,This resource can be accessed via ipfs using the “download Url” provided. Follow these instruction to use IPFS: https://lod-cloud.net/ipfs-how-to.html,hdt,QmaHuYFNZNMEFvekye2cFXgdC6BcyGawtcqFia8jCtAdUd,LOD Laundromat,https://github.com/LOD-Laundromat,4872,System_AS836|System_AS836|System_AS836|System_AS836|System_AS836,QmPaSAiaNpLxpkor6T9fCXGc7RTX43k1RkTveTjXXPHVWG|QmbMVmHRNQyPXQiJi4XqHoXhnKvGTxTbFQRohThtWcBJSx|QmXUTTMQCq2x8SWpsqEYZYaGQKRFb6D4BPc8hKAvuesbFo|QmStS7DXMQJ1SKZpgQUbxaM5AXcNmRPoqvp5tN7tmcsP4p|QmexxGsdtZxz5kB9rKf3gGiUWpeK3cyoFAay1HDwG12EmF
+,123456789/293169,System_AP292,This resource can be accessed via ipfs using the “download Url” provided. Follow these instruction to use IPFS: https://lod-cloud.net/ipfs-how-to.html,hdt,QmQgkkjwLgogqZ9Npw9KhFBWzNPmN2hb8g4vHQyTTZsS2f,LOD Laundromat,https://github.com/LOD-Laundromat,6175,System_AP292,Qmc3VnyDqvcLkhfGeUGNZAvLuKa3RBFveB88cD5x6iZS1A
+,123456789/293169,System_KORH,This resource can be accessed via ipfs using the “download Url” provided. Follow these instruction to use IPFS: https://lod-cloud.net/ipfs-how-to.html,hdt,QmYD2UxifbDQbNiTvsV7BEjNVvgbqBphFTGUV4UySY7g64,LOD Laundromat,https://github.com/LOD-Laundromat,1850,System_KORH|System_KORH|System_KORH,QmUtYuTcVYm9SZ7SbmNDQrRhWZPfPK17rbbxihfDg6Tzhm|QmWij5QpUnWtdzaxP32EwWxGEduNsZY2jXV2JJfFKwfhk9|QmaH7VGymT3rYe6EKCUDdERpYL4ac9zpzhkduqyM4qwnH9
+,123456789/293169,System_ECHS2,This resource can be accessed via ipfs using the “download Url” provided. Follow these instruction to use IPFS: https://lod-cloud.net/ipfs-how-to.html,hdt,QmWtodhP2hoHrcGkjikzoW3khkLuS8tiroJ2fP4xXgmfN2,LOD Laundromat,https://github.com/LOD-Laundromat,1166,System_ECHS2|System_ECHS2|System_ECHS2|System_ECHS2|System_ECHS2,QmZ1uQTPJ6iNmPDuC7UbMwG7pKxCB6SPvVWPKtttzn9zBT|QmY8SQNkWbW2TDFE62SiwMRUWBjAioi5m91UgDhYGSHDh7|Qmb28ZGj1gdMTrCW2Vuwky7sD3obVs5DvyAQaws8zK4dMS|QmPK51xsdDojf83st8JjcCwam8VUQwM1cEtPaqbdH1WE1K|QmXRMEJFEw4DJCRqvbwgWwA5A9GDkfaJzxXWDoHjntWjcK
+,123456789/293169,System_KOFF,This resource can be accessed via ipfs using the “download Url” provided. Follow these instruction to use IPFS: https://lod-cloud.net/ipfs-how-to.html,hdt,QmfDaZuT2AfjYJ94L7c54WeQkZw2iPzNMcHLK4VA9z9RKw,LOD Laundromat,https://github.com/LOD-Laundromat,1702,System_KOFF|System_KOFF,QmX7R4v8UKTDAkpF6vwkw4HaFobFFXiDHaz2zhHAuiySKv|QmPZbfPeKkjL8QVD4qwhmSp1KuXXn2KX9JfFRUm7eJhFFX
+,123456789/293169,System_UTWLD,This resource can be accessed via ipfs using the “download Url” provided. Follow these instruction to use IPFS: https://lod-cloud.net/ipfs-how-to.html,hdt,QmT7LkExKg4s2kskHb23vayuoXUMAYJYffd77evVixrosF,LOD Laundromat,https://github.com/LOD-Laundromat,8064,System_UTWLD|System_UTWLD|System_UTWLD,QmcPDNw4UrJ1Soqwg9FPocoN3pE85msa6QzeHoHPgfrCKR|QmVRqctWwHMaRwzHMTBTzBqmeu7RJo4NLTPPhSMhbgfJNu|Qmeu2GZr1LH3KJNywV1u4zB1czcMGM4TuzZAHt9j3TugDL
+,123456789/293169,System_CI171,This resource can be accessed via ipfs using the “download Url” provided. Follow these instruction to use IPFS: https://lod-cloud.net/ipfs-how-to.html,hdt,QmQUFq5CNonPn9yxSy6cSonaTWQSRoR6aAAUVFvVsZdJCU,LOD Laundromat,https://github.com/LOD-Laundromat,1560,System_CI171|System_CI171|System_CI171|System_CI171|System_CI171|System_CI171,QmaogWM6R6VpEs1CePacAkorysRKfbTHLBZPEHvmb48aJ1|QmU4d43sie9qeWdbty5UuZXCjV4pTUYz6RwdJraaW1Xqbz|QmeUEoE6ePAG1yKoABcQCnooBPjYZmFF6CppfTqRxTNUVz|Qmaekcm847HSyqJKBWBMi2q671M3p3QPeh7yKd9LMSZGZ1|QmRUjuVUWEU7RtvdQaixeVASp1pFBbnTCKeLdqKAASBD2m|QmTsDWYdgRm4T6cGmuGPiKXwLRmnzEzA9YgqCh3h6Yic41
+,123456789/293169,System_SAWW1,This resource can be accessed via ipfs using the “download Url” provided. Follow these instruction to use IPFS: https://lod-cloud.net/ipfs-how-to.html,hdt,QmVmC8bqBFJFCf42oDuLdAymtkhFn276cXGoUK46YgjQ17,LOD Laundromat,https://github.com/LOD-Laundromat,1080,System_SAWW1,QmZmdQ2uaRr1jXhyJA5KSSJZnSFonHVnSuBv39GGbEfzHd
+,123456789/293169,System_CWUS,This resource can be accessed via ipfs using the “download Url” provided. Follow these instruction to use IPFS: https://lod-cloud.net/ipfs-how-to.html,hdt,QmRRWC82HvoojU6E6K39RM1GVA5wUqDcvtVP9XyuwatUpK,LOD Laundromat,https://github.com/LOD-Laundromat,1776,System_CWUS|System_CWUS|System_CWUS|System_CWUS|System_CWUS|System_CWUS|System_CWUS|System_CWUS|System_CWUS,QmeJhhh4j5rPEpGCkLgd97w53r48LCv6BRW5UYsxwPHadR|Qmb5D93b4dzFBmZNoqq4W5j9kfRng8gTNHevwH3S5ycSDW|QmSU6TVXYpMxEQ5HnxF1SMnN7zF4FYFSoG9FacoCTwkucF|QmV2z5fqjh6BWTN3sjeyq67kGHwrUaEuASzQjVUotsPeHh|QmeP65UGN63nkhwmkB6jZQDae1MiTNXxSx5Pf6k3XiBmMF|QmWfsNXY7ZzdthHm1ATjebAx5rX5ZVhyHYd6Sp2uWFGedR|QmcwL98McigoJRLUpfybu22VQ2uvs2UainrFvQ3mzSsos4|QmfANqwMFDa7cSgxSYskqN41Lvt8a2cmqTD6xJeXZorjkg|QmP4zUazU27BAY61Ho1TLLDWi17QH8s8SdTGUXmPBY5iwY
+,123456789/293169,System_SPGN2,This resource can be accessed via ipfs using the “download Url” provided. Follow these instruction to use IPFS: https://lod-cloud.net/ipfs-how-to.html,hdt,QmddTdFPSafaGKA6Kzzib26oVdTYnzpVivGNki2aCLQezQ,LOD Laundromat,https://github.com/LOD-Laundromat,1743,System_SPGN2|System_SPGN2|System_SPGN2|System_SPGN2|System_SPGN2|System_SPGN2,QmdpU24Dqzvm7R194fWTpAgBiHygbJkA3NfaNjZF3dsnfK|QmXprzwwPkhR6ymC3kumBPpx4kERE4JnxCM1ELeXY7QoxS|QmNUPtnPCM26iwjauV9bQURx24w2YNavX2xFW5pQUuUwJQ|QmUFr9qk65Vsgu4yP8YcH7WEKMCC9FSowCzdYfBhe6DWkA|QmPJTR46neP2oFMVG5oJoeyinwqj8K8DihgXoYkEz8vZoe|Qma61EwURrUcReDwB4Rxoaw6xw3idnn94TK4rfeB8mtGVA
+,123456789/293169,System_WLCC2,This resource can be accessed via ipfs using the “download Url” provided. Follow these instruction to use IPFS: https://lod-cloud.net/ipfs-how-to.html,hdt,QmQthv8wx6YdPqGyR4m564UsRpu5F2saVuD9rq2dhKeBcE,LOD Laundromat,https://github.com/LOD-Laundromat,1992,System_WLCC2|System_WLCC2|System_WLCC2|System_WLCC2|System_WLCC2,Qmae7y7QWCbXmuS5hUUsVQ5vBLdAePKHZcLuk6Zgpzu9Tt|QmNTrfvGxhhy6n9FDRti1emyFJo1CVkWt4VbWDLqJGRqrC|Qmcis2NPyyN6PAdEv2SHZPop4zH6rPdRRYJGyPsRk4Jqbw|QmXhvZckrLzyuAjCz2uKHmVf9WXMSJq4ggHAKLrv6sjvZP|QmeLWbJxvneEsxMtw2Dfzt9ysPe1Bxkvs7wsMosnCcwyWc
+,123456789/293169,System_CWHP,This resource can be accessed via ipfs using the “download Url” provided. Follow these instruction to use IPFS: https://lod-cloud.net/ipfs-how-to.html,hdt,QmYKNHDPrQGNRVTKfT9Hoyvp2fAm9rDHX6Pe7x1FJkiFbg,LOD Laundromat,https://github.com/LOD-Laundromat,2990,System_CWHP|System_CWHP|System_CWHP|System_CWHP,QmVJfFkR3VCY3E6Qo947BrtzkyAoU5G7cdYuZ3CMKWcvdz|QmdWWRoVLsGZqyiBjootcDfXrs7CtduHuos1Ab6X2Z2wRD|QmNQH1YPqJTNWpEHBu8Sjcy9qwfYygUmyJr4Qrayi6WcLT|QmPbfkPEh3DUu5ZKqwzzWM1w33KBNbgvjVNstJ1gqLhSEw
+,123456789/293169,System_BEFO3,This resource can be accessed via ipfs using the “download Url” provided. Follow these instruction to use IPFS: https://lod-cloud.net/ipfs-how-to.html,hdt,QmSaHd3uFzcv7uHDs29qJ5dKSXxBpBmjNSgzfuco4GfXfD,LOD Laundromat,https://github.com/LOD-Laundromat,1992,System_BEFO3|System_BEFO3|System_BEFO3|System_BEFO3,QmZD6B39ccgBcRo7q6KLKLSR4DL1f1UjXx2z5UDAWDimTx|QmXjmmUrci8g3rrXAXeLzKLyJfeYzKAurmWrzWxJ5Dngwk|QmQcfujba1nyKNNrqsMteFDTLb6hjb6zoUBzTbj3G1dGuG|QmUBmwsaEgrTXnXKfvhVWxVU54ap5CrYv3ZEJ9M4Ay4cv5
+,123456789/293169,System_RONI1,This resource can be accessed via ipfs using the “download Url” provided. Follow these instruction to use IPFS: https://lod-cloud.net/ipfs-how-to.html,hdt,QmQm665L8qJfgekPiDBPkWMPTVja4LHhjPpu4BH21kaAfU,LOD Laundromat,https://github.com/LOD-Laundromat,1909,System_RONI1|System_RONI1|System_RONI1,QmVi8dKZvq5R4gJpn6W6muXj878yyJamnxAr2d5ocDJSrK|QmaTns4CcHfrAcc6aJ4r4EZcusxCDYaBH76fgoWw3n1YMe|QmRprLDTeiPCPc5BbpAJAihYHWYbERZdEmoEcpDnkBwHDH
+,123456789/293169,System_KUUU,This resource can be accessed via ipfs using the “download Url” provided. Follow these instruction to use IPFS: https://lod-cloud.net/ipfs-how-to.html,hdt,Qmeb2GZRJFBGcZV5PpEkXpcNhcJVqSHADkGHGAS42qAdDC,LOD Laundromat,https://github.com/LOD-Laundromat,3185,System_KUUU|System_KUUU|System_KUUU|System_KUUU|System_KUUU|System_KUUU,QmYn5zRVNNZyk8UnPt6aBz6wREQwP2Sf9SgFkyu2KNGUu1|QmQrRPsR1RC58on3D9ZSuLwu1VTAcER6Y7EWAYdo98otPm|QmdX9TEK46vSFFECLNvwyZ1BcnM34ii6DXKYdVa6pJG8vY|QmYzPxLQGgqoAfPXwtRzGWmZamUoBdPFEvp1xPXjTDSX4V|Qmd1Mwzq3JYyZJdoieooc481kJs4vY6KKxe1wYS8pUNJ3a|QmX2BoKtbmMLZbb8EDKnbwGijhMHnwxMNLURMa8jcXSykJ
+,123456789/293169,System_WHIN7,This resource can be accessed via ipfs using the “download Url” provided. Follow these instruction to use IPFS: https://lod-cloud.net/ipfs-how-to.html,hdt,QmaDHTLUS9YkevqrDkWsK6Ue3FZxH8MUvomctcBRtdd5jK,LOD Laundromat,https://github.com/LOD-Laundromat,1554,System_WHIN7|System_WHIN7|System_WHIN7|System_WHIN7,QmbHh8uXshAKdqy9XNkomkHiHeouu3XwmobjyajL6WiJE2|QmaXXHr5P3tJABTik5E9phNmu61JR3pwErv1MBAZSdhoMm|QmPhgLEBQdpxFBnaFRFSR2AX2NEsTGsTJRY1CBWScsGkB2|QmYxRFroubi9EcZn2cERZTicN21nFZ3a1T1X1XQHZR38Vo
+,123456789/293169,System_KMXO,This resource can be accessed via ipfs using the “download Url” provided. Follow these instruction to use IPFS: https://lod-cloud.net/ipfs-how-to.html,hdt,Qmd7kgaPuNLFzks3h1zpauwa8w5zQQJi3BXSBrUUoWM9HN,LOD Laundromat,https://github.com/LOD-Laundromat,4290,System_KMXO|System_KMXO|System_KMXO|System_KMXO|System_KMXO|System_KMXO|System_KMXO,QmQFgWkDVV2gEeyfmNHihQFeq56kp69Wzcf1hvgxPd7r8n|QmTSZ2v8K91Mf4dBRzAwfUEdJnXEz2ZzND89PnhPgfbrZH|QmZgvB39V9Dvn2rYzTgJiRe88LHWZDUjeCA7aVD41vPP5m|QmcqL5377GiSJUqcSLg8WaikSZQ1hiVSDHetrdkfQfzZpK|QmUtZ9upy4VWt17P9g73MSrhEB3abz7Jc4ZZrrBfMJfgki|QmSRWDDNJFXX7qLZ7qfTX6aHzN3je97q9HhApeFznGJezP|QmdACqyeKQwJrZthAG7caFUmEBGpmhxexPDbQZTvL3nrJH
+,123456789/293169,System_AP696,This resource can be accessed via ipfs using the “download Url” provided. Follow these instruction to use IPFS: https://lod-cloud.net/ipfs-how-to.html,hdt,QmNcQwbTdWSZ2ophiXd9Uk3NeiiNKYinCvBzHXfDXoCX8D,LOD Laundromat,https://github.com/LOD-Laundromat,6305,System_AP696|System_AP696|System_AP696|System_AP696|System_AP696|System_AP696,QmSbTCNVnjFfMnnsg649RLyaPQ1hwR7KxPLKS6zZUEXPwA|QmWVSxqJ8oxLFG5mSu9tv5zsMfWP5axXzeSaGrnAxBvmTs|QmQZykftpQH6GsX8L7WTeTRTS33eHZyviTNgPwNKCtWH9o|QmWhf4LX3Pg5KxP4oGrvsEV34yX7ee8BsiMA46eMY3xAMX|QmbNyUA177SW6ewpQVjW1AYSfM7ACUY9GmCYbmQnpQ32ph|QmaNfzziVCJkbSga7kvPB1PkMYVvgmCGtoyZg9ffwD1HnC
+,123456789/293169,System_CRCN5,This resource can be accessed via ipfs using the “download Url” provided. Follow these instruction to use IPFS: https://lod-cloud.net/ipfs-how-to.html,hdt,QmVpLaLpodbbjK9qPfZg8e7JY8EQoy5ko1ywYnpiuh32BP,LOD Laundromat,https://github.com/LOD-Laundromat,1056,System_CRCN5|System_CRCN5|System_CRCN5,QmV7YsFoQbTAHs5RXPuzm5Yh4XUH22yPTADSVVY8kjCTfo|QmcqWBxTBiNyPgW897C4FakLVVyoHwhkjULngE9LsJHfWY|QmaXU5dW23caNsB24TEasCAStsd6ZKSpSu7dVK7Yngkaf6
+,123456789/293169,System_CITM7,This resource can be accessed via ipfs using the “download Url” provided. Follow these instruction to use IPFS: https://lod-cloud.net/ipfs-how-to.html,hdt,QmVRFEPAGohF4J2eLmvoWbFMz2xnibuzj38KgbvbYGryuG,LOD Laundromat,https://github.com/LOD-Laundromat,1992,System_CITM7|System_CITM7|System_CITM7|System_CITM7,QmNRsdZcBAT7iCM5BHfTAhZ7vFxSXGtdDFKh7mgsrL4t12|Qma46Z7ZCBZYcGLftWoxcUXtJFBByT1NksAQUFe9LPahTc|QmSxkSAkmte4rqvjYHHC6xptXWwhe3PJ64ovsvm4cW19rG|QmbKNkSjipETyJQMxgahDQJ8Db36tX1411VBKpVVyF3iro
+,123456789/293169,System_CZOL,This resource can be accessed via ipfs using the “download Url” provided. Follow these instruction to use IPFS: https://lod-cloud.net/ipfs-how-to.html,hdt,QmR2sRZoYp7psic99uwKgfrgtgQzyLi9tbN5ALCAx4pAmj,LOD Laundromat,https://github.com/LOD-Laundromat,1350,System_CZOL|System_CZOL|System_CZOL|System_CZOL|System_CZOL,QmahzeVeGSwJjrz9uHieP6FhH2RjVQBWX6mN2ZJNwoC14k|QmTp4BxgEnwFWA3dmCMUzuo53avkJoQhepSsatcxwJFSLD|QmRYUSrPuhF9NHrHrvi3eKfyFJazjBHHkRySud2HrwdxoR|QmcbnZiN7pQL9hFr7Q4FMNRuuLXKQ2bVqXgxMmx4Z7gv6z|QmSPBWnTvGnvBBRbKHC73YQJvzP8jWA9eS8mRZWpdAFx3a
